start_date,end_date,country_name,iso,location,dis_type,dis_subtype,total_deaths,total_affected,total_dam,insured_losses,disaster_no,associated_dis,associated_dis2
/01/1969,//1969,Afghanistan,AFG,Paktia province,Drought,Drought,0,48000,200,0,1969-9007,Food shortage,--
/08/1971,//1973,Afghanistan,AFG,"Central, North-West, North-East, West regions",Drought,Drought,0,0,0,0,1971-9085,--,--
/05/2000,//2002,Afghanistan,AFG,"Kandahar, Hilmand, Nimroz, Zabul, Uruzgan provinces (south-west), Hirat, Farah, Badghis provinces (west), Paktika, Khost, Ghazni provinces (south), Baghlan, Kunduz, Takhar, Badakhshan provinces (north-east)",Drought,Drought,37,2580000,50,0,2000-9186,Water shortage,Famine
/07/2006,//2006,Afghanistan,AFG,"Badakhshan, Badghis, Baghlan, Balkh, Bamyan, Daykundi, Faryab, Ghor, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar, Uruzgan provinces",Drought,Drought,0,1900000,0,0,2006-9570,--,--
/10/2008,/10/2008,Afghanistan,AFG,"Kunduz, Balkh, Faryab, Badghis provinces",Drought,Drought,0,280000,0,0,2008-9475,Food shortage,--
/01/2011,/08/2011,Afghanistan,AFG,"Balkh, Samangan, Takhar, Sar-e-Pul, Hirat, Badghis, Faryab, Jawzjan, Baghlan, Kunduz, Badakshan, Bamyan, Daykundi, Ghor provinces",Drought,Drought,0,1750000,142000,0,2011-9312,Food shortage,--
//1989,//1991,Albania,ALB,,Drought,Drought,0,3200000,0,0,1989-9335,--,--
//1981,//1983,Algeria,DZA,,Drought,Drought,0,0,0,0,1981-9118,--,--
/07/1981,//1981,Angola,AGO,"Benguela, Mocamedes, Huila, Cunene, Kuando-Kobango, Bie",Drought,Drought,0,80000,0,0,1981-9309,Food shortage,--
//1985,//1985,Angola,AGO,,Drought,Drought,0,500000,0,0,1985-9400,--,--
/01/1989,//1992,Angola,AGO,"Huila, Namibe, Kwanza Sul, Benguela",Drought,Drought,0,1900000,0,0,1989-9145,--,--
/03/1997,//1998,Angola,AGO,,Drought,Drought,0,105000,0,0,1997-9239,--,--
/01/2001,//2001,Angola,AGO,Cuanza Sul province,Drought,Drought,58,0,0,0,2001-9152,Famine,--
/09/2004,//2005,Angola,AGO,"Cunene, Cuanza-Sul provinces",Drought,Drought,0,25000,0,0,2004-9480,Food shortage,--
/03/2012,//2012,Angola,AGO,"Bengo, Cuanza Sul, Benguela, Huila, Namibe, Cunene, Moxico, Bie, Huambo, Zaire provinces",Drought,Drought,0,1833900,0,0,2012-9065,Food shortage,--
//1919,//1923,Anguilla,AIA,,Drought,Drought,0,0,0,0,1919-9006,--,--
/11/1983,//1983,Antigua and Barbuda,ATG,,Drought,Drought,0,75000,0,0,1983-9139,--,--
/06/2003,/09/2003,Argentina,ARG,"Buenos Aires, Buenos Aires D.f., Entre Rios, Santa Fe provinces",Drought,Drought,0,0,120000,0,2003-9785,--,--
/01/2009,//2009,Argentina,ARG,"Río Negro, La Pampa, Córdoba, Buenos Aires, Entre Ríos, Santa Fe, Corrientes, Chaco, Formosa, Santiago del Estero provinces",Drought,Drought,0,0,0,0,2009-9055,Wildfire,--
/06/2000,//2000,Armenia,ARM,"Ararat, Armavir, Gergharkunik, Aragatsotn, Shirak, Kotayk, Tavush, Lori provinces",Drought,Drought,0,297000,100000,0,2000-9495,Heat wave,--
//1967,//1969,Australia,AUS,South-East,Drought,Drought,600,0,600000,0,1967-9012,--,--
/12/1974,/01/1975,Australia,AUS,Central New South Wales,Drought,Drought,0,0,0,0,1974-9100,--,--
//1976,//1976,Australia,AUS,"Victoria, South Australia, Southern Inland New South Wales",Drought,Drought,0,0,0,0,1976-9126,--,--
/05/1976,/08/1976,Australia,AUS,Southwest of Western Australia,Drought,Drought,0,0,0,0,1976-9127,--,--
//1978,//1978,Australia,AUS,"Southern Queensland, New South Wales, Victoria, Northeast Tasmania",Drought,Drought,0,0,0,0,1978-9200,--,--
//1981,//1982,Australia,AUS,"Queensland, New South Wales, Victoria States",Drought,Drought,0,80000,6000000,0,1981-9188,--,--
//1991,//1991,Australia,AUS,"Western, South",Drought,Drought,0,0,473000,0,1991-9697,--,--
/12/1992,/12/1995,Australia,AUS,Queensland,Drought,Drought,0,7000000,1500000,0,1992-9543,--,--
/04/2002,/11/2002,Australia,AUS,"Queensland, New South Wales provinces",Drought,Drought,0,0,2000000,0,2002-9611,Wildfire,--
/10/2006,//2006,Australia,AUS,NO DATA: all country has been selected,Drought,Drought,0,0,0,0,2006-9554,--,--
/10/2000,//2000,Azerbaijan,AZE,"Absheron, Aran, Daghlig Shirvan, Ganja-Gazakh, Guba-Khachmaz, Kalbajar-Lachin, Lankaran, Nakhchivan, Shaki-Zaqatala, Yukhari Garabakh provinces",Drought,Drought,0,0,100000,0,2000-9495,--,--
//1943,//1943,Bangladesh,BGD,,Drought,Drought,1900000,0,0,0,1943-9002,Famine,--
/07/1947,//1947,Bangladesh,BGD,,Drought,Drought,0,0,0,0,1947-9005,--,--
